IssueID,RuleName,Severity,TableName,RowKey,Details,DetectedOn,Status
4477,DepartmentMismatch,Medium,campus_sections_assignments,SEC00558,FacultyDept=BIOLOGY; CourseDept=ECONOMICS; FacultyID=EDU-F175; CourseCode=ECON297,2025-09-28 20:10:54.3610789,Open
4478,DepartmentMismatch,Medium,campus_sections_assignments,SEC00562,FacultyDept=COMPUTER SCIENCE; CourseDept=BIOLOGY; FacultyID=EDU-F201; CourseCode=BIO228,2025-09-28 20:10:54.3610789,Open
4479,DepartmentMismatch,Medium,campus_sections_assignments,SEC00568,FacultyDept=CHEMISTRY; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F034; CourseCode=ENGT446,2025-09-28 20:10:54.3610789,Open
4480,DepartmentMismatch,Medium,campus_sections_assignments,SEC00574,FacultyDept=COMPUTER SCIENCE; CourseDept=PSYCHOLOGY; FacultyID=EDU-F166; CourseCode=PSYC174,2025-09-28 20:10:54.3610789,Open
4481,DepartmentMismatch,Medium,campus_sections_assignments,SEC00582,FacultyDept=ECONOMICS; CourseDept=BIOLOGY; FacultyID=EDU-F035; CourseCode=BIO271,2025-09-28 20:10:54.3610789,Open
4482,DepartmentMismatch,Medium,campus_sections_assignments,SEC00588,FacultyDept=PSYCHOLOGY; CourseDept=CHEMISTRY; FacultyID=EDU-F262; CourseCode=CHEM333,2025-09-28 20:10:54.3610789,Open
4483,DepartmentMismatch,Medium,campus_sections_assignments,SEC00589,FacultyDept=BUSINESS & MANAGEMENT; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F251; CourseCode=ENGT258,2025-09-28 20:10:54.3610789,Open
4484,DepartmentMismatch,Medium,campus_sections_assignments,SEC00590,FacultyDept=BUSINESS & MANAGEMENT; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F104; CourseCode=ENGT407,2025-09-28 20:10:54.3610789,Open
4485,DepartmentMismatch,Medium,campus_sections_assignments,SEC00593,FacultyDept=COMPUTER SCIENCE; CourseDept=ECONOMICS; FacultyID=EDU-F058; CourseCode=ECON265,2025-09-28 20:10:54.3610789,Open
4486,DepartmentMismatch,Medium,campus_sections_assignments,SEC00599,FacultyDept=COMPUTER SCIENCE; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F189; CourseCode=ENGT389,2025-09-28 20:10:54.3610789,Open
4487,DepartmentMismatch,Medium,campus_sections_assignments,SEC00601,FacultyDept=BIOLOGY; CourseDept=ECONOMICS; FacultyID=EDU-F124; CourseCode=ECON462,2025-09-28 20:10:54.3610789,Open
4488,DepartmentMismatch,Medium,campus_sections_assignments,SEC00602,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=CHEMISTRY; FacultyID=EDU-F200; CourseCode=CHEM346,2025-09-28 20:10:54.3610789,Open
4489,DepartmentMismatch,Medium,campus_sections_assignments,SEC00603,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F137; CourseCode=ENGT344,2025-09-28 20:10:54.3610789,Open
4490,DepartmentMismatch,Medium,campus_sections_assignments,SEC00605,FacultyDept=BUSINESS & MANAGEMENT; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F248; CourseCode=CS177,2025-09-28 20:10:54.3610789,Open
4491,DepartmentMismatch,Medium,campus_sections_assignments,SEC00606,FacultyDept=PSYCHOLOGY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F106; CourseCode=CS180,2025-09-28 20:10:54.3610789,Open
4492,DepartmentMismatch,Medium,campus_sections_assignments,SEC00609,FacultyDept=BIOLOGY; CourseDept=PSYCHOLOGY; FacultyID=EDU-F124; CourseCode=PSYC174,2025-09-28 20:10:54.3610789,Open
4493,DepartmentMismatch,Medium,campus_sections_assignments,SEC00611,FacultyDept=BIOLOGY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F208; CourseCode=CS309,2025-09-28 20:10:54.3610789,Open
4494,DepartmentMismatch,Medium,campus_sections_assignments,SEC00613,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=CHEMISTRY; FacultyID=EDU-F199; CourseCode=CHEM346,2025-09-28 20:10:54.3610789,Open
4495,DepartmentMismatch,Medium,campus_sections_assignments,SEC00614,FacultyDept=COMPUTER SCIENCE; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F150; CourseCode=ENGT407,2025-09-28 20:10:54.3610789,Open
4496,DepartmentMismatch,Medium,campus_sections_assignments,SEC00618,FacultyDept=BIOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F208; CourseCode=PHYS183,2025-09-28 20:10:54.3610789,Open
4497,DepartmentMismatch,Medium,campus_sections_assignments,SEC00621,FacultyDept=CHEMISTRY; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F026; CourseCode=ENGT407,2025-09-28 20:10:54.3610789,Open
4498,DepartmentMismatch,Medium,campus_sections_assignments,SEC00624,FacultyDept=COMPUTER SCIENCE; CourseDept=PSYCHOLOGY; FacultyID=EDU-F182; CourseCode=PSYC174,2025-09-28 20:10:54.3610789,Open
4499,DepartmentMismatch,Medium,campus_sections_assignments,SEC00627,FacultyDept=BIOLOGY; CourseDept=ECONOMICS; FacultyID=EDU-F013; CourseCode=ECON100,2025-09-28 20:10:54.3610789,Open
4500,DepartmentMismatch,Medium,campus_sections_assignments,SEC00628,FacultyDept=PSYCHOLOGY; CourseDept=CHEMISTRY; FacultyID=EDU-F261; CourseCode=CHEM130,2025-09-28 20:10:54.3610789,Open
4501,DepartmentMismatch,Medium,campus_sections_assignments,SEC00633,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F126; CourseCode=CS309,2025-09-28 20:10:54.3610789,Open
4502,DepartmentMismatch,Medium,campus_sections_assignments,SEC00634,FacultyDept=PHYSICS; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F121; CourseCode=ENGT344,2025-09-28 20:10:54.3610789,Open
4503,DepartmentMismatch,Medium,campus_sections_assignments,SEC00637,FacultyDept=CHEMISTRY; CourseDept=BIOLOGY; FacultyID=EDU-F012; CourseCode=BIO222,2025-09-28 20:10:54.3610789,Open
4504,DepartmentMismatch,Medium,campus_sections_assignments,SEC00638,FacultyDept=BIOLOGY; CourseDept=CHEMISTRY; FacultyID=EDU-F145; CourseCode=CHEM483,2025-09-28 20:10:54.3610789,Open
4505,DepartmentMismatch,Medium,campus_sections_assignments,SEC00641,FacultyDept=ECONOMICS; CourseDept=BIOLOGY; FacultyID=EDU-F077; CourseCode=BIO228,2025-09-28 20:10:54.3610789,Open
4506,DepartmentMismatch,Medium,campus_sections_assignments,SEC00643,FacultyDept=COMPUTER SCIENCE; CourseDept=CHEMISTRY; FacultyID=EDU-F002; CourseCode=CHEM423,2025-09-28 20:10:54.3610789,Open
4507,DepartmentMismatch,Medium,campus_sections_assignments,SEC00645,FacultyDept=ECONOMICS; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F256; CourseCode=BUS226,2025-09-28 20:10:54.3610789,Open
4508,DepartmentMismatch,Medium,campus_sections_assignments,SEC00646,FacultyDept=BUSINESS & MANAGEMENT; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F163; CourseCode=ENGT398,2025-09-28 20:10:54.3610789,Open
4509,DepartmentMismatch,Medium,campus_sections_assignments,SEC00647,FacultyDept=COMPUTER SCIENCE; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F228; CourseCode=ENGT389,2025-09-28 20:10:54.3610789,Open
4510,DepartmentMismatch,Medium,campus_sections_assignments,SEC00650,FacultyDept=CHEMISTRY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F095; CourseCode=CS326,2025-09-28 20:10:54.3610789,Open
4511,DepartmentMismatch,Medium,campus_sections_assignments,SEC00652,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=CHEMISTRY; FacultyID=EDU-F055; CourseCode=CHEM288,2025-09-28 20:10:54.3610789,Open
4512,DepartmentMismatch,Medium,campus_sections_assignments,SEC00653,FacultyDept=PHYSICS; CourseDept=ECONOMICS; FacultyID=EDU-F186; CourseCode=ECON489,2025-09-28 20:10:54.3610789,Open
4513,DepartmentMismatch,Medium,campus_sections_assignments,SEC00657,FacultyDept=COMPUTER SCIENCE; CourseDept=BIOLOGY; FacultyID=EDU-F189; CourseCode=BIO285,2025-09-28 20:10:54.3610789,Open
4514,DepartmentMismatch,Medium,campus_sections_assignments,SEC00666,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F217; CourseCode=ENGT344,2025-09-28 20:10:54.3610789,Open
4515,DepartmentMismatch,Medium,campus_sections_assignments,SEC00672,FacultyDept=BIOLOGY; CourseDept=ECONOMICS; FacultyID=EDU-F239; CourseCode=ECON128,2025-09-28 20:10:54.3610789,Open
4516,DepartmentMismatch,Medium,campus_sections_assignments,SEC00675,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F083; CourseCode=BUS159,2025-09-28 20:10:54.3610789,Open
4517,DepartmentMismatch,Medium,campus_sections_assignments,SEC00683,FacultyDept=CHEMISTRY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F034; CourseCode=CS421,2025-09-28 20:10:54.3610789,Open
4518,DepartmentMismatch,Medium,campus_sections_assignments,SEC00685,FacultyDept=ECONOMICS; CourseDept=CHEMISTRY; FacultyID=EDU-F014; CourseCode=CHEM333,2025-09-28 20:10:54.3610789,Open
4519,DepartmentMismatch,Medium,campus_sections_assignments,SEC00687,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F051; CourseCode=CS276,2025-09-28 20:10:54.3610789,Open
4520,DepartmentMismatch,Medium,campus_sections_assignments,SEC00688,FacultyDept=BIOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F167; CourseCode=PHYS335,2025-09-28 20:10:54.3610789,Open
4521,DepartmentMismatch,Medium,campus_sections_assignments,SEC00690,FacultyDept=BUSINESS & MANAGEMENT; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F143; CourseCode=CS239,2025-09-28 20:10:54.3610789,Open
4522,DepartmentMismatch,Medium,campus_sections_assignments,SEC00700,FacultyDept=PHYSICS; CourseDept=PSYCHOLOGY; FacultyID=EDU-F107; CourseCode=PSYC174,2025-09-28 20:10:54.3610789,Open
4523,DepartmentMismatch,Medium,campus_sections_assignments,SEC00701,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=BIOLOGY; FacultyID=EDU-F076; CourseCode=BIO222,2025-09-28 20:10:54.3610789,Open
4524,DepartmentMismatch,Medium,campus_sections_assignments,SEC00702,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F214; CourseCode=CS276,2025-09-28 20:10:54.3610789,Open
4525,DepartmentMismatch,Medium,campus_sections_assignments,SEC00704,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F223; CourseCode=CS423,2025-09-28 20:10:54.3610789,Open
4526,DepartmentMismatch,Medium,campus_sections_assignments,SEC00709,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F232; CourseCode=BUS240,2025-09-28 20:10:54.3610789,Open
4527,DepartmentMismatch,Medium,campus_sections_assignments,SEC00712,FacultyDept=PHYSICS; CourseDept=MATHEMATICS & STATISTICS; FacultyID=EDU-F238; CourseCode=MTH376,2025-09-28 20:10:54.3610789,Open
4528,DepartmentMismatch,Medium,campus_sections_assignments,SEC00713,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F170; CourseCode=BUS159,2025-09-28 20:10:54.3610789,Open
4529,DepartmentMismatch,Medium,campus_sections_assignments,SEC00716,FacultyDept=CHEMISTRY; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F184; CourseCode=ENGT476,2025-09-28 20:10:54.3610789,Open
4530,DepartmentMismatch,Medium,campus_sections_assignments,SEC00718,FacultyDept=PHYSICS; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F110; CourseCode=ENGT446,2025-09-28 20:10:54.3610789,Open
4531,DepartmentMismatch,Medium,campus_sections_assignments,SEC00719,FacultyDept=CHEMISTRY; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F244; CourseCode=ENGT469,2025-09-28 20:10:54.3610789,Open
4532,DepartmentMismatch,Medium,campus_sections_assignments,SEC00722,FacultyDept=COMPUTER SCIENCE; CourseDept=BIOLOGY; FacultyID=EDU-F279; CourseCode=BIO227,2025-09-28 20:10:54.3610789,Open
4533,DepartmentMismatch,Medium,campus_sections_assignments,SEC00723,FacultyDept=BIOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F074; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4534,DepartmentMismatch,Medium,campus_sections_assignments,SEC00723,FacultyDept=BIOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F074; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4535,DepartmentMismatch,Medium,campus_sections_assignments,SEC00724,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F075; CourseCode=BUS192,2025-09-28 20:10:54.3610789,Open
4536,DepartmentMismatch,Medium,campus_sections_assignments,SEC00727,FacultyDept=ECONOMICS; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F056; CourseCode=ENGT446,2025-09-28 20:10:54.3610789,Open
4537,DepartmentMismatch,Medium,campus_sections_assignments,SEC00730,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=ECONOMICS; FacultyID=EDU-F048; CourseCode=ECON152,2025-09-28 20:10:54.3610789,Open
4538,DepartmentMismatch,Medium,campus_sections_assignments,SEC00731,FacultyDept=COMPUTER SCIENCE; CourseDept=BIOLOGY; FacultyID=EDU-F275; CourseCode=BIO161,2025-09-28 20:10:54.3610789,Open
4539,DepartmentMismatch,Medium,campus_sections_assignments,SEC00733,FacultyDept=BIOLOGY; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F131; CourseCode=ENGT389,2025-09-28 20:10:54.3610789,Open
4540,DepartmentMismatch,Medium,campus_sections_assignments,SEC00745,FacultyDept=BIOLOGY; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F072; CourseCode=ENGT196,2025-09-28 20:10:54.3610789,Open
4541,DepartmentMismatch,Medium,campus_sections_assignments,SEC00746,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=CHEMISTRY; FacultyID=EDU-F207; CourseCode=CHEM498,2025-09-28 20:10:54.3610789,Open
4542,DepartmentMismatch,Medium,campus_sections_assignments,SEC00748,FacultyDept=ECONOMICS; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F014; CourseCode=ENGT196,2025-09-28 20:10:54.3610789,Open
4543,DepartmentMismatch,Medium,campus_sections_assignments,SEC00749,FacultyDept=ECONOMICS; CourseDept=PSYCHOLOGY; FacultyID=EDU-F088; CourseCode=PSYC136,2025-09-28 20:10:54.3610789,Open
4544,DepartmentMismatch,Medium,campus_sections_assignments,SEC00751,FacultyDept=COMPUTER SCIENCE; CourseDept=MATHEMATICS & STATISTICS; FacultyID=EDU-F162; CourseCode=MTH214,2025-09-28 20:10:54.3610789,Open
4545,DepartmentMismatch,Medium,campus_sections_assignments,SEC00752,FacultyDept=PSYCHOLOGY; CourseDept=ECONOMICS; FacultyID=EDU-F065; CourseCode=ECON152,2025-09-28 20:10:54.3610789,Open
4546,DepartmentMismatch,Medium,campus_sections_assignments,SEC00753,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=PSYCHOLOGY; FacultyID=EDU-F207; CourseCode=PSYC136,2025-09-28 20:10:54.3610789,Open
4547,DepartmentMismatch,Medium,campus_sections_assignments,SEC00756,FacultyDept=BUSINESS & MANAGEMENT; CourseDept=CHEMISTRY; FacultyID=EDU-F006; CourseCode=CHEM394,2025-09-28 20:10:54.3610789,Open
4548,DepartmentMismatch,Medium,campus_sections_assignments,SEC00756,FacultyDept=BUSINESS & MANAGEMENT; CourseDept=CHEMISTRY; FacultyID=EDU-F006; CourseCode=CHEM394,2025-09-28 20:10:54.3610789,Open
4549,DepartmentMismatch,Medium,campus_sections_assignments,SEC00757,FacultyDept=PSYCHOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F132; CourseCode=PHYS396,2025-09-28 20:10:54.3610789,Open
4550,DepartmentMismatch,Medium,campus_sections_assignments,SEC00758,FacultyDept=CHEMISTRY; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F136; CourseCode=BUS226,2025-09-28 20:10:54.3610789,Open
4551,DepartmentMismatch,Medium,campus_sections_assignments,SEC00759,FacultyDept=BIOLOGY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F124; CourseCode=CS309,2025-09-28 20:10:54.3610789,Open
4552,DepartmentMismatch,Medium,campus_sections_assignments,SEC00767,FacultyDept=PSYCHOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F171; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4553,DepartmentMismatch,Medium,campus_sections_assignments,SEC00767,FacultyDept=PSYCHOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F171; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4554,DepartmentMismatch,Medium,campus_sections_assignments,SEC00772,FacultyDept=PHYSICS; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F110; CourseCode=BUS159,2025-09-28 20:10:54.3610789,Open
4555,DepartmentMismatch,Medium,campus_sections_assignments,SEC00775,FacultyDept=BIOLOGY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F005; CourseCode=CS117,2025-09-28 20:10:54.3610789,Open
4556,DepartmentMismatch,Medium,campus_sections_assignments,SEC00787,FacultyDept=ECONOMICS; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F027; CourseCode=ENGT389,2025-09-28 20:10:54.3610789,Open
4557,DepartmentMismatch,Medium,campus_sections_assignments,SEC00788,FacultyDept=PHYSICS; CourseDept=ECONOMICS; FacultyID=EDU-F116; CourseCode=ECON152,2025-09-28 20:10:54.3610789,Open
4558,DepartmentMismatch,Medium,campus_sections_assignments,SEC00798,FacultyDept=PHYSICS; CourseDept=CHEMISTRY; FacultyID=EDU-F059; CourseCode=CHEM333,2025-09-28 20:10:54.3610789,Open
4559,DepartmentMismatch,Medium,campus_sections_assignments,SEC00799,FacultyDept=BIOLOGY; CourseDept=PSYCHOLOGY; FacultyID=EDU-F071; CourseCode=PSYC174,2025-09-28 20:10:54.3610789,Open
4560,DepartmentMismatch,Medium,campus_sections_assignments,SEC00803,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=CHEMISTRY; FacultyID=EDU-F137; CourseCode=CHEM130,2025-09-28 20:10:54.3610789,Open
4561,DepartmentMismatch,Medium,campus_sections_assignments,SEC00805,FacultyDept=PHYSICS; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F112; CourseCode=CS276,2025-09-28 20:10:54.3610789,Open
4562,DepartmentMismatch,Medium,campus_sections_assignments,SEC00810,FacultyDept=PSYCHOLOGY; CourseDept=BIOLOGY; FacultyID=EDU-F172; CourseCode=BIO222,2025-09-28 20:10:54.3610789,Open
4563,DepartmentMismatch,Medium,campus_sections_assignments,SEC00814,FacultyDept=BUSINESS & MANAGEMENT; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F251; CourseCode=CS276,2025-09-28 20:10:54.3610789,Open
4564,DepartmentMismatch,Medium,campus_sections_assignments,SEC00815,FacultyDept=COMPUTER SCIENCE; CourseDept=ECONOMICS; FacultyID=EDU-F061; CourseCode=ECON328,2025-09-28 20:10:54.3610789,Open
4565,DepartmentMismatch,Medium,campus_sections_assignments,SEC00816,FacultyDept=BIOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F197; CourseCode=PHYS396,2025-09-28 20:10:54.3610789,Open
4566,DepartmentMismatch,Medium,campus_sections_assignments,SEC00821,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=CHEMISTRY; FacultyID=EDU-F214; CourseCode=CHEM288,2025-09-28 20:10:54.3610789,Open
4567,DepartmentMismatch,Medium,campus_sections_assignments,SEC00822,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=CHEMISTRY; FacultyID=EDU-F076; CourseCode=CHEM333,2025-09-28 20:10:54.3610789,Open
4568,DepartmentMismatch,Medium,campus_sections_assignments,SEC00825,FacultyDept=BIOLOGY; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F013; CourseCode=BUS446,2025-09-28 20:10:54.3610789,Open
4569,DepartmentMismatch,Medium,campus_sections_assignments,SEC00827,FacultyDept=BIOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F072; CourseCode=PHYS180,2025-09-28 20:10:54.3610789,Open
4570,DepartmentMismatch,Medium,campus_sections_assignments,SEC00828,FacultyDept=PHYSICS; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F017; CourseCode=CS180,2025-09-28 20:10:54.3610789,Open
4571,DepartmentMismatch,Medium,campus_sections_assignments,SEC00835,FacultyDept=CHEMISTRY; CourseDept=BIOLOGY; FacultyID=EDU-F260; CourseCode=BIO222,2025-09-28 20:10:54.3610789,Open
4572,DepartmentMismatch,Medium,campus_sections_assignments,SEC00842,FacultyDept=PSYCHOLOGY; CourseDept=ECONOMICS; FacultyID=EDU-F219; CourseCode=ECON152,2025-09-28 20:10:54.3610789,Open
4573,DepartmentMismatch,Medium,campus_sections_assignments,SEC00847,FacultyDept=ECONOMICS; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F259; CourseCode=CS326,2025-09-28 20:10:54.3610789,Open
4574,DepartmentMismatch,Medium,campus_sections_assignments,SEC00852,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=ECONOMICS; FacultyID=EDU-F130; CourseCode=ECON128,2025-09-28 20:10:54.3610789,Open
4575,DepartmentMismatch,Medium,campus_sections_assignments,SEC00854,FacultyDept=BUSINESS & MANAGEMENT; CourseDept=CHEMISTRY; FacultyID=EDU-F087; CourseCode=CHEM394,2025-09-28 20:10:54.3610789,Open
4576,DepartmentMismatch,Medium,campus_sections_assignments,SEC00855,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=ECONOMICS; FacultyID=EDU-F154; CourseCode=ECON146,2025-09-28 20:10:54.3610789,Open
4577,DepartmentMismatch,Medium,campus_sections_assignments,SEC00856,FacultyDept=ECONOMICS; CourseDept=BIOLOGY; FacultyID=EDU-F195; CourseCode=BIO227,2025-09-28 20:10:54.3610789,Open
4578,DepartmentMismatch,Medium,campus_sections_assignments,SEC00858,FacultyDept=ECONOMICS; CourseDept=PHYSICS; FacultyID=EDU-F233; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4579,DepartmentMismatch,Medium,campus_sections_assignments,SEC00858,FacultyDept=ECONOMICS; CourseDept=PHYSICS; FacultyID=EDU-F233; CourseCode=PHYS149,2025-09-28 20:10:54.3610789,Open
4580,DepartmentMismatch,Medium,campus_sections_assignments,SEC00861,FacultyDept=ECONOMICS; CourseDept=CHEMISTRY; FacultyID=EDU-F077; CourseCode=CHEM202,2025-09-28 20:10:54.3610789,Open
4581,DepartmentMismatch,Medium,campus_sections_assignments,SEC00863,FacultyDept=BUSINESS & MANAGEMENT; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F251; CourseCode=CS326,2025-09-28 20:10:54.3610789,Open
4582,DepartmentMismatch,Medium,campus_sections_assignments,SEC00872,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=ECONOMICS; FacultyID=EDU-F200; CourseCode=ECON152,2025-09-28 20:10:54.3610789,Open
4583,DepartmentMismatch,Medium,campus_sections_assignments,SEC00874,FacultyDept=CHEMISTRY; CourseDept=BIOLOGY; FacultyID=EDU-F136; CourseCode=BIO227,2025-09-28 20:10:54.3610789,Open
4584,DepartmentMismatch,Medium,campus_sections_assignments,SEC00878,FacultyDept=BIOLOGY; CourseDept=MATHEMATICS & STATISTICS; FacultyID=EDU-F197; CourseCode=MTH214,2025-09-28 20:10:54.3610789,Open
4585,DepartmentMismatch,Medium,campus_sections_assignments,SEC00883,FacultyDept=PSYCHOLOGY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F078; CourseCode=CS177,2025-09-28 20:10:54.3610789,Open
4586,DepartmentMismatch,Medium,campus_sections_assignments,SEC00893,FacultyDept=ECONOMICS; CourseDept=BUSINESS & MANAGEMENT; FacultyID=EDU-F222; CourseCode=BUS240,2025-09-28 20:10:54.3610789,Open
4587,DepartmentMismatch,Medium,campus_sections_assignments,SEC00894,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=CHEMISTRY; FacultyID=EDU-F198; CourseCode=CHEM394,2025-09-28 20:10:54.3610789,Open
4588,DepartmentMismatch,Medium,campus_sections_assignments,SEC00897,FacultyDept=MATHEMATICS & STATISTICS; CourseDept=BIOLOGY; FacultyID=EDU-F038; CourseCode=BIO228,2025-09-28 20:10:54.3610789,Open
4589,DepartmentMismatch,Medium,campus_sections_assignments,SEC00899,FacultyDept=ECONOMICS; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F190; CourseCode=ENGT196,2025-09-28 20:10:54.3610789,Open
4590,DepartmentMismatch,Medium,campus_sections_assignments,SEC00903,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=CHEMISTRY; FacultyID=EDU-F192; CourseCode=CHEM498,2025-09-28 20:10:54.3610789,Open
4591,DepartmentMismatch,Medium,campus_sections_assignments,SEC00905,FacultyDept=BIOLOGY; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F208; CourseCode=ENGT446,2025-09-28 20:10:54.3610789,Open
4592,DepartmentMismatch,Medium,campus_sections_assignments,SEC00906,FacultyDept=COMPUTER SCIENCE; CourseDept=ENGINEERING TECHNOLOGY; FacultyID=EDU-F002; CourseCode=ENGT476,2025-09-28 20:10:54.3610789,Open
4593,DepartmentMismatch,Medium,campus_sections_assignments,SEC00907,FacultyDept=CHEMISTRY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F026; CourseCode=CS276,2025-09-28 20:10:54.3610789,Open
4594,DepartmentMismatch,Medium,campus_sections_assignments,SEC00910,FacultyDept=ENGINEERING TECHNOLOGY; CourseDept=PHYSICS; FacultyID=EDU-F052; CourseCode=PHYS183,2025-09-28 20:10:54.3610789,Open
4595,DepartmentMismatch,Medium,campus_sections_assignments,SEC00913,FacultyDept=COMPUTER SCIENCE; CourseDept=MATHEMATICS & STATISTICS; FacultyID=EDU-F148; CourseCode=MTH214,2025-09-28 20:10:54.3610789,Open
4596,DepartmentMismatch,Medium,campus_sections_assignments,SEC00916,FacultyDept=BIOLOGY; CourseDept=COMPUTER SCIENCE; FacultyID=EDU-F145; CourseCode=CS309,2025-09-28 20:10:54.3610789,Open
4597,DepartmentMismatch,Medium,campus_sections_assignments,SEC00919,FacultyDept=BUSINESS & MANAGEMENT; CourseDept=BIOLOGY; FacultyID=EDU-F094; CourseCode=BIO285,2025-09-28 20:10:54.3610789,Open
4598,DepartmentMismatch,Medium,campus_sections_assignments,SEC00924,FacultyDept=BIOLOGY; CourseDept=CHEMISTRY; FacultyID=EDU-F096; CourseCode=CHEM394,2025-09-28 20:10:54.3610789,Open
4599,DepartmentMismatch,Medium,campus_sections_assignments,SEC00925,FacultyDept=COMPUTER SCIENCE; CourseDept=ECONOMICS; FacultyID=EDU-F115; CourseCode=ECON462,2025-09-28 20:10:54.3610789,Open
